cell_id,pred_cell_type
lilccljm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lildnlcn-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lildoonb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
liledkco-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lilehpei-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lilfeaba-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lilgfbjd-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lilgmcik-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lilhigpp-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lilibkld-1,CD8+ Cytotoxic T cells
lilikgab-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lilkppkf-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lillgffj-1,Smooth Muscle Cells (and/or Myofibroblasts)
lillijmf-1,Smooth Muscle Cells (and/or Myofibroblasts)
lilmcpfh-1,Anti-inflammatory Macrophages (M2-like)
lilojbla-1,CD8+ Cytotoxic T cells
liloodbn-1,Possible Mast Cells / Neuroendocrine-like
lilpbknf-1,CD4+ T cells (naive/central memory)
lilpofcj-1,Endothelial Cells
limakjab-1,Smooth Muscle Cells (and/or Myofibroblasts)
limankok-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
limcaeam-1,CD4+ T cells (naive/central memory)
limeicnm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
limgcdel-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
limhnldg-1,CD4+ T cells (naive/central memory)
limhodpd-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
limiongm-1,Smooth Muscle Cells (and/or Myofibroblasts)
limjbmle-1,CD4+ T cells (naive/central memory)
limjfgka-1,CD14+ Monocytes / Macrophages
limklfoi-1,CD8+ Cytotoxic T cells
limmejke-1,CD14+ Monocytes / Macrophages
limnelpd-1,CD4+ T cells (naive/central memory)
limpelaa-1,CD4+ T cells (naive/central memory)
limpihap-1,CD8+ Cytotoxic T cells
limpkomn-1,CD8+ Cytotoxic T cells
linahjag-1,Fibroblasts (Stromal cells)
linbihbl-1,Fibroblasts (Stromal cells)
linbkgec-1,Macrophages
lincmifk-1,CD4+ T cells (naive/central memory)
lincphlk-1,CD8+ Effector T cells (GZMK+ subset)
lindmjjf-1,B cells
lindpadc-1,Endothelial Cells
linfhiml-1,Endothelial Cells
lingdjde-1,Macrophages
linggeef-1,Cytotoxic/NK-like T cells
linghabi-1,Endothelial Cells
linhhanh-1,Natural Killer (NK) cells
linhpfop-1,CD4+ T cells (naive/central memory)
linibifb-1,CD14+ Monocytes / Macrophages
liniblok-1,Endothelial Cells
liniifcg-1,Endothelial Cells
linjaogd-1,CD4+ T cells (naive/central memory)
linjfnmk-1,CD8+ Cytotoxic T cells
linjngjl-1,Endothelial Cells
linkddbk-1,CD4+ T cells (naive/central memory)
linkheoa-1,Endothelial Cells
linnmbim-1,Endothelial Cells
linocgaa-1,Natural Killer (NK) cells
linoiklb-1,CD8+ Cytotoxic T cells
lioaiifi-1,CD4+ T cells (naive/central memory)
liochfkj-1,CD4+ T cells (naive/central memory)
liodjfmp-1,CD4+ T cells (naive/central memory)
liodlldb-1,Endothelial Cells
lioeglen-1,Endothelial Cells
liogcgil-1,CD4+ T cells (naive/central memory)
liogkikc-1,Possible Mast Cells / Neuroendocrine-like
liogopek-1,CD8+ Cytotoxic T cells
liogopmj-1,B cells
liogpbkp-1,Fibroblasts (Stromal cells)
liohpeah-1,Cytotoxic/NK-like T cells
lioidlml-1,B cells
liojeeij-1,Fibroblasts (Stromal cells)
liojjake-1,CD4+ T cells (naive/central memory)
liojopde-1,CD4+ T cells (naive/central memory)
liokdmjk-1,Endothelial Cells
liokifcg-1,Endothelial Cells
liolcdhp-1,Endothelial Cells
liomppgl-1,Endothelial Cells
lioncpfa-1,CD8+ Cytotoxic T cells
lioobdbg-1,CD4+ T cells (naive/central memory)
lioplcjn-1,CD4+ T cells (naive/central memory)
lipageed-1,CD4+ T cells (naive/central memory)
lipbdcem-1,CD4+ T cells (naive/central memory)
lipbmgjj-1,CD4+ T cells (naive/central memory)
lipcoehc-1,B cells
lipdpfpo-1,CD4+ T cells (naive/central memory)
lipfjjpc-1,CD4+ T cells (naive/central memory)
lipgdgjm-1,Possible Mast Cells / Neuroendocrine-like
lipglcbh-1,Possible Mast Cells / Neuroendocrine-like
lipihffc-1,Fibroblasts (Stromal cells)
lipjendb-1,Fibroblasts / Myofibroblasts (Stromal cells)
lipkpenf-1,CD4+ T cells (naive/central memory)
liplldjc-1,Fibroblasts (Stromal cells)
lipmakoa-1,Fibroblasts (Stromal cells)
lipnepcj-1,Fibroblasts / Myofibroblasts (Stromal cells)
lipnlhkm-1,CD4+ T cells (naive/central memory)
lipnngjo-1,CD4+ T cells (naive/central memory)
lippbahm-1,Smooth Muscle Cells (and/or Myofibroblasts)
lippbobl-1,CD4+ T cells (naive/central memory)
lipphcbb-1,Fibroblasts / Myofibroblasts (Stromal cells)
ljaaimjl-1,Anti-inflammatory Macrophages (M2-like)
ljabngfg-1,Fibroblasts / Myofibroblasts (Stromal cells)
ljadhcpk-1,Fibroblasts / Myofibroblasts (Stromal cells)
ljahlknm-1,Endothelial Cells
ljaiapco-1,CD8+ Cytotoxic T cells
ljajfpeh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljajlnop-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljakmidi-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljaljldp-1,Possible Mast Cells / Neuroendocrine-like
ljalnhmj-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljaniffe-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljanoflf-1,CD8+ Cytotoxic T cells
ljaogbnh-1,CD8+ Cytotoxic T cells
ljaommjh-1,Fibroblasts (Stromal cells)
ljbahpib-1,Fibroblasts (Stromal cells)
ljbaocfo-1,CD8+ Cytotoxic T cells
ljbeecbl-1,CD8+ Cytotoxic T cells
ljbheljd-1,Fibroblasts (Stromal cells)
ljbijdhl-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljbkgmna-1,CD8+ Cytotoxic T cells
ljbmijlk-1,Macrophages
ljbnbfne-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljbnchik-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljbobjoe-1,CD14+ Monocytes / Macrophages
ljcafboi-1,Anti-inflammatory Macrophages (M2-like)
ljcaibmp-1,Fibroblasts (Stromal cells)
ljcaiepo-1,Endothelial Cells
ljcbhdjh-1,Endothelial Cells
ljcbjgbf-1,Endothelial Cells
ljcflmbb-1,Endothelial Cells
ljcjheai-1,Fibroblasts (Stromal cells)
ljcjhpjh-1,Smooth Muscle Cells (and/or Myofibroblasts)
ljckinnm-1,Endothelial Cells
ljckpngk-1,Endothelial Cells
ljcloicj-1,CD4+ T cells (naive/central memory)
ljcmadgm-1,CD4+ T cells (naive/central memory)
ljcndnbm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljcopdag-1,CD8+ Cytotoxic T cells
ljcopenh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljdbebmo-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljddkaba-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljdfjbak-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljdfjhkd-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljdghhcg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljdgjcmi-1,Macrophages
ljdhhodf-1,CD14+ Monocytes / Macrophages
ljdiabpd-1,B cells
ljdialnm-1,Macrophages
ljdimdab-1,B cells
ljdjepkl-1,Macrophages (possibly FCGR1A+ subset)
ljdjnclj-1,Macrophages
ljdjpohj-1,Macrophages
ljdlgcei-1,CD8+ Cytotoxic T cells
ljdmplna-1,B cells
ljdnmifa-1,CD8+ Cytotoxic T cells
ljdocplp-1,CD14+ Monocytes / Macrophages
ljdpbhcd-1,Cytotoxic/NK-like T cells
ljdppggn-1,CD14+ Monocytes / Macrophages
ljebeaop-1,Possible Mast Cells / Neuroendocrine-like
ljeblhep-1,Macrophages
ljeeoaib-1,CD8+ Cytotoxic T cells
ljefkold-1,CD14+ Monocytes / Macrophages
ljefmejp-1,CD14+ Monocytes / Macrophages
ljegcfpk-1,CD14+ Monocytes / Macrophages
ljeijfna-1,Possible Mast Cells / Neuroendocrine-like
ljejbpck-1,CD8+ Cytotoxic T cells
ljejnndo-1,Possible Mast Cells / Neuroendocrine-like
ljekfmla-1,B cells
ljendmcg-1,CD14+ Monocytes / Macrophages
ljeoilic-1,CD8+ Cytotoxic T cells
ljepompm-1,Cytotoxic/NK-like T cells
ljfagmgm-1,Macrophages
ljfbpkjm-1,B cells
ljfcdfbb-1,CD8+ Cytotoxic T cells
ljfehnio-1,CD8+ Cytotoxic T cells
ljfggoil-1,Cytotoxic/NK-like T cells
ljfgnhag-1,Possible Mast Cells / Neuroendocrine-like
ljfmmika-1,B cells
ljfmoaph-1,CD8+ Cytotoxic T cells
ljfnddce-1,Possible Mast Cells / Neuroendocrine-like
ljfpjdha-1,CD14+ Monocytes / Macrophages
ljgcjolg-1,Macrophages (possibly FCGR1A+ subset)
ljgckoid-1,CD14+ Monocytes / Macrophages
ljgcnnkl-1,Macrophages
ljgdehdp-1,CD4+ T cells (naive/central memory)
ljgdgdgn-1,CD14+ Monocytes / Macrophages
ljgejbco-1,Macrophages (possibly FCGR1A+ subset)
ljgfnhif-1,CD8+ Cytotoxic T cells
ljgigojg-1,Possible Mast Cells / Neuroendocrine-like
ljgjcpcn-1,CD8+ Cytotoxic T cells
ljgjmlaa-1,B cells
ljgjojlb-1,CD14+ Monocytes / Macrophages
ljgkkalg-1,Possible Mast Cells / Neuroendocrine-like
ljgllhfi-1,Macrophages
ljgloilg-1,CD14+ Monocytes / Macrophages
ljgofodg-1,Cytotoxic/NK-like T cells
ljgpimlo-1,B cells
ljhaafgp-1,B cells
ljhacigf-1,CD14+ Monocytes / Macrophages
ljhafelj-1,CD8+ Cytotoxic T cells
ljhbhple-1,CD14+ Monocytes / Macrophages
ljhcmncc-1,Macrophages
ljhcpebk-1,Cytotoxic/NK-like T cells
ljheeeih-1,Possible Mast Cells / Neuroendocrine-like
ljhjmfdf-1,CD14+ Monocytes / Macrophages
ljhljcdn-1,CD14+ Monocytes / Macrophages
ljhllkco-1,CD8+ Cytotoxic T cells
ljhngdng-1,B cells
ljhnpakk-1,Macrophages
ljholhhm-1,CD8+ Cytotoxic T cells
ljhopeip-1,Cytotoxic/NK-like T cells
ljhpcmfg-1,CD8+ Cytotoxic T cells
ljhpeflc-1,CD14+ Monocytes / Macrophages
ljhphlbg-1,CD8+ Cytotoxic T cells
ljhpmepj-1,Macrophages
ljibibkf-1,CD14+ Monocytes / Macrophages
ljicobaa-1,CD8+ Cytotoxic T cells
ljidddme-1,Macrophages
ljieafle-1,Macrophages
ljiejjhc-1,CD14+ Monocytes / Macrophages
ljihagfj-1,CD14+ Monocytes / Macrophages
ljiipnec-1,CD14+ Monocytes / Macrophages
ljijdcml-1,Possible Mast Cells / Neuroendocrine-like
ljikimmj-1,CD14+ Monocytes / Macrophages
ljillchn-1,Macrophages
ljilmlfm-1,CD8+ Cytotoxic T cells
ljinaecp-1,Cytotoxic/NK-like T cells
ljinllke-1,CD8+ Cytotoxic T cells
ljjbddpn-1,Natural Killer (NK) cells
ljjckkdm-1,CD8+ Cytotoxic T cells
ljjepjec-1,CD14+ Monocytes / Macrophages
ljjfahla-1,Cytotoxic/NK-like T cells
ljjgceol-1,CD14+ Monocytes / Macrophages
ljjhhdij-1,CD8+ Cytotoxic T cells
ljjjbkej-1,CD8+ Cytotoxic T cells
ljjkodbb-1,CD4+ T cells (naive/central memory)
ljjlehjd-1,B cells
ljjmafkk-1,CD8+ Cytotoxic T cells
ljjmdmen-1,CD8+ Cytotoxic T cells
ljjnccgm-1,B cells
ljjnlgeb-1,CD8+ Cytotoxic T cells
ljjohpmm-1,Possible Mast Cells / Neuroendocrine-like
ljjopdel-1,CD14+ Monocytes / Macrophages
ljkaeeij-1,CD8+ Cytotoxic T cells
ljkalldj-1,CD8+ Cytotoxic T cells
ljkamfin-1,CD14+ Monocytes / Macrophages
ljkanfja-1,CD14+ Monocytes / Macrophages
ljkcipdn-1,Cytotoxic/NK-like T cells
ljkcippo-1,CD8+ Cytotoxic T cells
ljkdgbpp-1,CD8+ Cytotoxic T cells
ljkebcaf-1,CD8+ Cytotoxic T cells
ljkennbk-1,CD8+ Cytotoxic T cells
ljkfabbn-1,CD8+ Cytotoxic T cells
ljkfkfag-1,CD8+ Cytotoxic T cells
ljkglmmk-1,B cells
ljkheikn-1,CD14+ Monocytes / Macrophages
ljkjdkod-1,Possible Mast Cells / Neuroendocrine-like
ljkkcofb-1,CD8+ Cytotoxic T cells
ljklfgmo-1,CD14+ Monocytes / Macrophages
ljknijba-1,CD14+ Monocytes / Macrophages
ljknjplc-1,CD14+ Monocytes / Macrophages
ljkojjlh-1,CD14+ Monocytes / Macrophages
ljkoogdp-1,CD14+ Monocytes / Macrophages
ljkpknjb-1,CD14+ Monocytes / Macrophages
ljlbpodm-1,CD14+ Monocytes / Macrophages
ljlencen-1,CD8+ Cytotoxic T cells
ljlfdiga-1,CD8+ Cytotoxic T cells
ljlgphbm-1,CD8+ Cytotoxic T cells
ljlheago-1,Macrophages
ljlhijij-1,CD14+ Monocytes / Macrophages
ljljennk-1,CD14+ Monocytes / Macrophages
ljlkgbia-1,CD14+ Monocytes / Macrophages
ljlllkpj-1,CD14+ Monocytes / Macrophages
ljlndnin-1,CD14+ Monocytes / Macrophages
ljlngbnj-1,CD14+ Monocytes / Macrophages
ljlnglhi-1,CD8+ Cytotoxic T cells
ljlodlif-1,CD8+ Cytotoxic T cells
ljloikop-1,B cells
ljlonbbl-1,CD8+ Cytotoxic T cells
ljmagdmj-1,CD14+ Monocytes / Macrophages
ljmdbale-1,CD8+ Cytotoxic T cells
ljmdligi-1,CD8+ Cytotoxic T cells
ljmgaeip-1,CD14+ Monocytes / Macrophages
ljmgnfkh-1,CD8+ Cytotoxic T cells
ljmhabog-1,CD14+ Monocytes / Macrophages
ljmhefap-1,Cytotoxic/NK-like T cells
ljmibocm-1,CD14+ Monocytes / Macrophages
ljmikjpf-1,Macrophages
ljmkefdl-1,CD8+ Cytotoxic T cells
ljmkjchh-1,CD8+ Cytotoxic T cells
ljmleegl-1,CD8+ Cytotoxic T cells
ljmljmff-1,CD14+ Monocytes / Macrophages
ljmmdeoe-1,Macrophages
ljmnjnih-1,CD8+ Cytotoxic T cells
ljmongcb-1,Endothelial Cells
ljmpdhon-1,Anti-inflammatory Macrophages (M2-like)
ljmpemdi-1,Endothelial Cells
ljmpnocg-1,Anti-inflammatory Macrophages (M2-like)
ljnagngk-1,Endothelial Cells
ljnahbfg-1,B cells
ljncegkh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljncijhh-1,Endothelial Cells
ljncphpe-1,Endothelial Cells
ljndjdai-1,CD8+ Cytotoxic T cells
ljneaodd-1,CD8+ Cytotoxic T cells
ljnekjij-1,CD14+ Monocytes / Macrophages
ljnelbam-1,CD8+ Cytotoxic T cells
ljnfdnbm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljnhghlk-1,CD8+ Cytotoxic T cells
ljnidldh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljnjhelk-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljnlgcfk-1,CD14+ Monocytes / Macrophages
ljnlgomh-1,CD14+ Monocytes / Macrophages
ljnmfodk-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljnniemf-1,Cytotoxic/NK-like T cells
ljnopfeh-1,Macrophages
ljobboba-1,Cytotoxic/NK-like T cells
ljobnlon-1,Possible Mast Cells / Neuroendocrine-like
ljocffja-1,CD8+ Cytotoxic T cells
ljocfflk-1,Macrophages
ljochflg-1,Fibroblasts (Stromal cells)
ljodeibi-1,CD14+ Monocytes / Macrophages
ljodoami-1,Fibroblasts (Stromal cells)
ljoeakmc-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljoegafe-1,CD8+ Cytotoxic T cells
ljoegcdo-1,Endothelial Cells
ljofeldj-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljogppee-1,CD8+ Cytotoxic T cells
ljohdmof-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljohfodh-1,Endothelial Cells
ljoochob-1,Macrophages (possibly FCGR1A+ subset)
ljoolojh-1,Endothelial Cells
ljopdifn-1,Cytotoxic/NK-like T cells
ljpaabjb-1,CD8+ Cytotoxic T cells
ljpaanlh-1,CD8+ Cytotoxic T cells
ljpadpik-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljpdoiec-1,CD8+ Cytotoxic T cells
ljpecmmj-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljpfjbgo-1,CD14+ Monocytes / Macrophages
ljphcpab-1,CD8+ Cytotoxic T cells
ljphdpfb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljpiajab-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljpjkojh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ljpkokba-1,Macrophages
ljpnopgi-1,CD14+ Monocytes / Macrophages
ljppbeoo-1,Endothelial Cells
lkaaagbm-1,CD14+ Monocytes / Macrophages
lkaahkof-1,CD14+ Monocytes / Macrophages
lkabibbp-1,Endothelial Cells
lkabkico-1,Endothelial Cells
lkacfboa-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkacijnm-1,CD14+ Monocytes / Macrophages
lkadafjp-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkadlbcg-1,Natural Killer (NK) cells
lkaealbd-1,Endothelial Cells
lkaeoemn-1,Smooth Muscle Cells (and/or Myofibroblasts)
lkafjppg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkagnmka-1,Macrophages
lkaiodfm-1,CD14+ Monocytes / Macrophages
lkajdmgo-1,CD14+ Monocytes / Macrophages
lkamdogp-1,B cells
lkanccdg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkaohcen-1,CD14+ Monocytes / Macrophages
lkaolefn-1,Macrophages
lkaophkp-1,Macrophages
lkapejpa-1,CD14+ Monocytes / Macrophages
lkapofpm-1,CD14+ Monocytes / Macrophages
lkappamc-1,B cells
lkbajppg-1,Natural Killer (NK) cells
lkbbcbbd-1,Fibroblasts (Stromal cells)
lkbdajih-1,B cells
lkbegoka-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkbghmcn-1,CD14+ Monocytes / Macrophages
lkbifced-1,Macrophages (possibly FCGR1A+ subset)
lkbiknml-1,CD8+ Cytotoxic T cells
lkbilmbi-1,B cells
lkblealj-1,Macrophages
lkblkcdg-1,Cytotoxic/NK-like T cells
lkbmihgm-1,CD8+ Cytotoxic T cells
lkbmjnlc-1,Cytotoxic/NK-like T cells
lkbmlhba-1,Fibroblasts (Stromal cells)
lkbpjpfb-1,B cells
lkbpllmf-1,B cells
lkcaakbg-1,CD8+ Cytotoxic T cells
lkcaboin-1,CD8+ Cytotoxic T cells
lkcacbnb-1,Macrophages (possibly FCGR1A+ subset)
lkcafdfi-1,Fibroblasts (Stromal cells)
lkcbadbe-1,CD8+ Cytotoxic T cells
lkccdeac-1,Fibroblasts (Stromal cells)
lkcceedm-1,CD8+ Cytotoxic T cells
lkcddnbm-1,CD8+ Cytotoxic T cells
lkcdfhhn-1,CD8+ Cytotoxic T cells
lkcfaefj-1,Cytotoxic/NK-like T cells
lkcfmboj-1,CD8+ Cytotoxic T cells
lkcgeffa-1,CD8+ Cytotoxic T cells
lkchjage-1,CD8+ Cytotoxic T cells
lkciiakk-1,CD14+ Monocytes / Macrophages
lkcjoena-1,Cytotoxic/NK-like T cells
lkckhaap-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkckkmla-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkclkbhf-1,CD14+ Monocytes / Macrophages
lkconkjn-1,CD8+ Cytotoxic T cells
lkcplkdh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdadagf-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdapfab-1,CD8+ Cytotoxic T cells
lkdbnoep-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdcijje-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdeegfn-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdfahcj-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdffjba-1,CD8+ Cytotoxic T cells
lkdhnofe-1,CD8+ Cytotoxic T cells
lkdiamga-1,Cytotoxic/NK-like T cells
lkdknhlo-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdlcldg-1,CD8+ Cytotoxic T cells
lkdllkml-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdlnobf-1,CD8+ Cytotoxic T cells
lkdmidck-1,Macrophages
lkdnioni-1,Cytotoxic/NK-like T cells
lkdoepic-1,Anti-inflammatory Macrophages (M2-like)
lkdohopi-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkdongka-1,CD8+ Cytotoxic T cells
lkdpikkg-1,CD8+ Cytotoxic T cells
lkeapgip-1,CD14+ Monocytes / Macrophages
lkebdlag-1,CD8+ Cytotoxic T cells
lkebjkkp-1,Fibroblasts (Stromal cells)
lkeblllb-1,Anti-inflammatory Macrophages (M2-like)
lkediaif-1,CD8+ Cytotoxic T cells
lkednhnc-1,B cells
lkefhdil-1,Macrophages (possibly FCGR1A+ subset)
lkefhelg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkehcfkj-1,Possible Mast Cells / Neuroendocrine-like
lkeknnmg-1,CD14+ Monocytes / Macrophages
lkemkdbf-1,Macrophages
lkemllbh-1,Macrophages (possibly FCGR1A+ subset)
lkepmfcb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkfbgjei-1,CD14+ Monocytes / Macrophages
lkfbinll-1,Cytotoxic/NK-like T cells
lkfboopf-1,Macrophages
lkfchiom-1,CD14+ Monocytes / Macrophages
lkfdginl-1,Macrophages
lkffbkfp-1,CD8+ Cytotoxic T cells
lkffpbbo-1,CD8+ Cytotoxic T cells
lkfgfgbj-1,CD14+ Monocytes / Macrophages
lkfianbe-1,CD8+ Cytotoxic T cells
lkflfjfj-1,CD8+ Cytotoxic T cells
lkfljfei-1,CD8+ Cytotoxic T cells
lkfmcbjo-1,CD8+ Cytotoxic T cells
lkfnnhli-1,CD14+ Monocytes / Macrophages
lkfoneeb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkfpckgg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgaoegl-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgcbcaa-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgcggip-1,CD14+ Monocytes / Macrophages
lkgckkpa-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgeaejo-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgemhpp-1,CD8+ Cytotoxic T cells
lkgfoidi-1,CD8+ Cytotoxic T cells
lkggimed-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkggjbbm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkghhine-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgiclib-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkginbhl-1,Natural Killer (NK) cells
lkgkmdaa-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgmknbp-1,Cytotoxic/NK-like T cells
lkgngbcd-1,CD8+ Cytotoxic T cells
lkgninco-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgnlcfk-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkgolmod-1,CD8+ Cytotoxic T cells
lkgpbcei-1,CD8+ Cytotoxic T cells
lkhajkap-1,CD8+ Cytotoxic T cells
lkhbdfkn-1,CD14+ Monocytes / Macrophages
lkhboell-1,Cytotoxic/NK-like T cells
lkhbolef-1,CD8+ Cytotoxic T cells
lkhckpbb-1,Macrophages
lkhcnfin-1,Plasma Cells (differentiated B cells)
lkheilgg-1,CD8+ Cytotoxic T cells
lkhfncgk-1,CD14+ Monocytes / Macrophages
lkhhagfn-1,CD14+ Monocytes / Macrophages
lkhjbdmj-1,Possible Mast Cells / Neuroendocrine-like
lkhkdnkh-1,Fibroblasts (Stromal cells)
lkhnhgog-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lkhpiegl-1,CD8+ Cytotoxic T cells
lkiaohee-1,CD8+ Cytotoxic T cells
lkibfgfi-1,CD8+ Cytotoxic T cells
lkidocpe-1,CD8+ Cytotoxic T cells
lkifbnbc-1,CD8+ Cytotoxic T cells
lkifjhkb-1,CD8+ Cytotoxic T cells
lkiflgpd-1,CD8+ Cytotoxic T cells
lkifofkl-1,Macrophages
lkiiifeb-1,CD14+ Monocytes / Macrophages
lkiioebd-1,B cells
lkijlegg-1,CD8+ Cytotoxic T cells
lkikkhml-1,CD8+ Cytotoxic T cells
lkimgama-1,Macrophages
lkjajheg-1,CD8+ Cytotoxic T cells
lkjbembd-1,CD8+ Cytotoxic T cells
lkjdflmo-1,CD14+ Monocytes / Macrophages
lkjdhlmj-1,Cytotoxic/NK-like T cells
lkjeeinh-1,B cells
lkjfgabj-1,Cytotoxic/NK-like T cells
lkjfoahl-1,B cells
lkjgbnfd-1,CD14+ Monocytes / Macrophages
lkjgdhdb-1,CD8+ Cytotoxic T cells
lkjhbjkm-1,CD14+ Monocytes / Macrophages
lkjkjlkn-1,CD14+ Monocytes / Macrophages
lkjkonjm-1,Cytotoxic/NK-like T cells
lkjnipmo-1,CD14+ Monocytes / Macrophages
lkjohohl-1,CD14+ Monocytes / Macrophages
lkjokpml-1,CD8+ Cytotoxic T cells
lkjpehpd-1,CD14+ Monocytes / Macrophages
lkkbilbp-1,CD14+ Monocytes / Macrophages
lkkbpcjh-1,CD8+ Cytotoxic T cells
lkkclpdn-1,CD14+ Monocytes / Macrophages
lkkdnjmf-1,CD14+ Monocytes / Macrophages
lkkdpggh-1,CD4+ T cells (naive/central memory)
lkkecpoe-1,CD8+ Cytotoxic T cells
lkkenjkj-1,CD8+ Cytotoxic T cells
lkkidepd-1,CD8+ Cytotoxic T cells
lkkikglo-1,CD8+ Cytotoxic T cells
lkkknggg-1,CD8+ Cytotoxic T cells
lkklcagl-1,CD8+ Cytotoxic T cells
lkklihgd-1,CD8+ Cytotoxic T cells
lkklokgi-1,B cells
lkkneeni-1,CD8+ Cytotoxic T cells
lkknikhn-1,CD8+ Cytotoxic T cells
lkknnfpb-1,CD14+ Monocytes / Macrophages
lkkofmmj-1,CD8+ Cytotoxic T cells
